課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,課程概述,課程目標,課程要求,評量方式,備註,預期學習時數,詳情頁URL
發動機與先進燃料,李佳峯,24589,ME5079,522 U6570,選修,機械工程學系 / 機械工程學研究所,"三 7, 8, 9",,3 類,英文授課,3,30,發動機的理論和分析，包括進氣和排氣過程；傳統燃料、燃燒化學和熱力學、預混和擴散湍流燃燒、廢氣排放、爆燃、燃料噴射器和噴霧，以及影響性能和排放的因素。減少碳排放的先進運輸燃料，包括纖維素生物燃料、生物柴油、生物質和生物廢料燃料、電子燃料以及與氫有關的零碳燃料。關於燃料和發動機共同優化的人工智慧技術。介紹燃氣輪機、焚化爐和火箭發動機以及新型無碳燃料對其設計和性能的影響。,掌握內燃機和先進運輸燃料的工作知識。能夠將熱科學理論應用於發動機循環分析。 能夠應用電腦軟體計算發動機性能和排放。瞭解有關先進燃料和發動機性能改進及減排的主要問題。基本瞭解燃氣輪機、焚化爐和火箭發動機以及相關的先進燃料。,熱力學、流體力學、傳熱學,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",本課程以英語授課。,,https://course.ntu.edu.tw/courses/114-1/24589
積層製造,李典儒,11864,ME5080,522 U6580,選修,機械工程學系 / 機械工程學研究所,"三 7, 8, 9",,2 類,英文授課,3,30,"本課程將會著重於介紹積層製造，包含技術運作原理、製程特徵以及相關應用。除了課堂講演之外，也會有實體3D列印機台操作演練，並透過小組討論報告來了解當前積層製造的研究領域發展趨勢。

課程主題包含:
General Introduction
Additive Manufacturing (AM) Process: Material Extrusion
AM Process: Material Extrusion
AM Process: Polymerization
AM Process: Powder Bed Fusion
AM Process: Powder Bed Fusion & Direct Energy Deposition
AM Process: Material Jetting and Binder Jetting
AM Process Optimization and Monitoring
Design for AM – Material Extrusion and Polymerization (Course + Lab Sessions)
AM Applications and Innovations",本課程旨在介紹不同積層製造技術以及相關應用，目的是希望學生能夠藉由本課程獲得積層製造基礎知識，了解如何應用積層製造技術於實際應用中，並培養工程分析與思考能力。課程內容將會著重於目前常見的積層製造方法，再帶到各方法背後的基礎原理、運作原理、製程特徵以及相關應用。最後透過實際機台操作以及小組報告來了解應用要點以及現今積層製造領域之研究趨勢。,大二必修: 機械製造,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",本課程以英語授課。,,https://course.ntu.edu.tw/courses/114-1/11864
產品碳足跡與綠色設計,林心恬,32130,ME5081,522 U6590,選修,機械工程學系 / 機械工程學研究所,"三 2, 3, 4",,2 類,中文授課,3,65,"此選修課程將深入探討產品設計中的環境永續性關鍵概念。課程提供計算產品碳足跡的方法學和實施綠色設計原則的全面理解。通過講述、案例研究和實踐項目，學生將學會評估和改善產品從原料選擇到產品生命終結管理的環境影響。
【若要加簽這門課，請務必第一週來課堂上聽課程規定並登記，第一週未出席者不接受加簽，請勿來信詢問。】","1.	理解碳足跡：深入了解碳足跡指標及其在產品設計中的應用。
2.	掌握生命週期評估（LCA）：學習進行和解釋生命週期評估，以評估產品生命各階段相關的環境影響。
3.	應用綠色設計原則：將永續設計原則整合到產品開發中，以最小化環境影響。
4.	開發實際解決方案：為現有和新產品提出實際的綠色設計解決方案和策略。
5.	評估法規和倫理方面：理解與產品永續性相關的法規環境和倫理考量。
6.	溝通環境策略：增強有效報告和呈現碳足跡及綠色倡議的技能。",待補,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,6小時,https://course.ntu.edu.tw/courses/114-1/32130
凸輪學,徐冠倫,13787,ME5084,522 U6630,選修,機械工程學系 / 機械工程學研究所,"三 7, 8, 9",機皮教室(機械109),2 類,中文授課,3,20,本課程旨在系統性地介紹凸輪與從動件機構的設計原理與實務應用。透過各類運動曲線設計方法（如單暫停、雙暫停及spline曲線等），學生將學習如何根據特定運動需求合成出適當的凸輪輪廓，並進一步探討壓力角、曲率半徑等關鍵參數對機構性能之影響。課程內容涵蓋運動曲線設計、凸輪輪廓合成、等效連桿機構概念、受力與動態行為分析、材料選擇與潤滑設計，以及機構最佳化等實務議題。課程亦結合模擬工具與設計實作，提升學生的工程應用能力與問題解決技巧。本課程適合對機構設計、動態系統分析或自動化機械應用有興趣的學生選修。,"1.熟悉凸輪與從動件機構之基本運作與工程應用。
2.能設計並實作各種運動曲線與對應的凸輪輪廓。
3.理解並計算凸輪機構中的壓力角與曲率半徑。
4.掌握凸輪機構的受力分析與材料選擇原則。
5.培養以最佳化方式解決實際設計問題的能力。
6.強化學生於機構設計與分析軟體的應用能力。",機動學,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",上課地點：機皮教室(機械109),,https://course.ntu.edu.tw/courses/114-1/13787
流體介面力學導論,陳子殷,48848,ME5085,522 U6640,選修,機械工程學系 / 機械工程學研究所,"三 3, 4, 5",2 類,2 類,英文授課,3,30,"Have you ever wondered why water easily beads up on a freshly waxed car, how ripples travel across the surface of a pond when you drop a pebble into it, or why oil and vinegar in salad dressing separate into distinct layers? These everyday observations are governed by the physical principles of interfacial fluid dynamics—the study of how fluids behave at the interfaces between different phases.

In this course, we’ll examine the fundamental principles behind these interfacial phenomena, covering topics such as surface tension, wetting and dewetting, capillarity, thin film dynamics, Marangoni flows, and interfacial instabilities. We will also connect rigorous theoretical frameworks with intuitive, everyday examples—such as spreading of droplets, coating of liquid films, and surface ripples—to gain a fundamental understanding of interfacial fluid dynamics.

The content of the course will be covered in the following order:
1. Capillarity: Surface tension, surface energy and minimization, Laplace
pressure, wetting.
2. Drop: Capillarity and gravity, contact line, disjoining pressure.
3.Coating flows and thin film: Flow over inclined plane, capillary driven flow,
viscous fingering, Marangoni flow.
4. Dewetting: Film rupture and critical thickness, Viscous dewetting, inertia
dewetting.
5. Hydrodynamic instabilities: introduction, small disturbances and linearized
disturbance equations, common interfacial instability problems.
6. Special topic (if time permitting)
7. Written and oral report.","To develop a solid understanding of the physical principles and mathematical models governing fluid interfaces, including surface tension, wetting, and interfacial instabilities. Students will learn to analyze and predict interfacial phenomena in real-world applications such as droplet dynamics, thin film flows, and microfluidic systems and most importantly, develop a sense of studying complex systems related to interfacial flows.",Calculus; Engineering Mathematics; Thermodynamics; Fluid mechanics.,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",本課程以英語授課。上課地點:機皮教室(機械109),,https://course.ntu.edu.tw/courses/114-1/48848
電聲工程,周元昉,18339,ME5086,522 U6650,選修,機械工程學系 / 機械工程學研究所,"一 2, 3, 4",,2 類,中文授課,3,40,本課程主要講授聲音的記錄、儲存、處理與再現，以及配合人耳對聲音的主觀感受加以還原或再製成適合需求的聲音與聲場。,聲音是人類與外界交流的主要媒介之一，本課程利用聲學知識實現人類對聲音的拾取、處理與再現的需求。,"1.工程聲學或同等的聲學知識 (Engineering acoustics or equivalent)
2.工程數學或同等的數學知識 (Engineering mathematics or equivalent)","本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,台大一般程度學生每週課後約需6小時學習。,https://course.ntu.edu.tw/courses/114-1/18339
無重力流體力學理論與實驗,蔣雅郁,27489,ME5087,522 U6660,選修,機械工程學系 / 機械工程學研究所,"六 1, 2, 3, 4, 5, 6, 7, 8",2 類,2 類,中文授課,3,9,本課程探索不同重力環境下流體的行為與力學變化，學生將操作高階實驗設備，設計、感測儀器進行數據蒐集以驗證理論。,"1. 讓學生理解有無重力存在對於流體行為的影響。
2. 藉由課程讓學生學習流體機械運作實驗裝置各元件的組成、監控與控制系統的架設。
3. 培養多元思考與解決問題的能力，提升國際素養",須具備工程數學、流體力學基礎,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",初選不開放。密集課程。本課程為密集課程，停修截止申請日期為10月9日。,,https://course.ntu.edu.tw/courses/114-1/27489
隨機估測,邱祚之,95049,ME5089,522 U6680,選修,機械工程學系 / 機械工程學研究所,"二 7, 8, 9",,2 類,中文授課,3,15,"Introduction to, and overview of, stochastic estimation for dynamical systems. Applications in physical systems and non-physical systems will be discussed. Technical topics include random variables and stochastic processes, statistical modeling of process and measurement noise, and the development of discrete-time and continuous-time Kalman filters. Implementation considerations, including numerical stability, computational efficiency, and non-ideal sensor behavior. Variants of extended Kalman filter, unscented filter, and particle filter will be studied using discussion circles formed by the students. 

動態系統隨機估計的介紹和概述。課程將討論其在物理系統和非物理系統中的應用。技術主題包括隨機變數和隨機過程、過程和測量雜訊的統計建模以及離散時間和連續時間卡爾曼濾波器的開發。實施考量包括數值穩定性、計算效率和非理想感測器行為。學生將透過小組討論的形式學習擴展卡爾曼濾波器、無跡濾波器和粒子濾波器的變體","ntroduction to, and overview of, stochastic estimation for dynamical systems. Applications in physical systems and non-physical systems will be discussed. Technical topics include random variables and stochastic processes, statistical modeling of process and measurement noise, and the development of discrete-time and continuous-time Kalman filters. Implementation considerations, including numerical stability, computational efficiency, and non-ideal sensor behavior. Variants of extended Kalman filter, unscented filter, and particle filter will be studied using discussion circles formed by the students.

動態系統隨機估計的介紹和概述。課程將討論其在物理系統和非物理系統中的應用。技術主題包括隨機變數和隨機過程、過程和測量雜訊的統計建模以及離散時間和連續時間卡爾曼濾波器的開發。實施考量包括數值穩定性、計算效率和非理想感測器行為。學生將透過小組討論的形式學習擴展卡爾曼濾波器、無跡濾波器和粒子濾波器的變體","Prior knowledge of state-space modeling and linear system theory is assumed. Mathematical background should include linear algebra, and differential equations. Familiarity with MATLAB is recommended.

具備狀態空間建模和線性系統理論的相關知識。數學背景應包括線性代數和微分方程式。建議熟悉 MATLAB。","20%	

Homework 


30%	

Midterm exam


30%	

Group discussion


20%	

Course project

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",與李宇修合授,"On average  6-9 hours per week outside classroom may be needed for studying,  homework, discussion or exam preparation,  and course project work.",https://course.ntu.edu.tw/courses/114-1/95049
學士專題研究,黃美嬌,17796,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/17796
學士專題研究,潘國隆,51214,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/51214
學士專題研究,孫珍理,30679,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/30679
學士專題研究,楊馥菱,47825,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/47825
學士專題研究,呂明璋,17360,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/17360
學士專題研究,黃信富,45942,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",初選不開放。「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/45942
學士專題研究,許  麗,15751,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/15751
學士專題研究,蔡協澄,15534,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/15534
學士專題研究,陳子殷,45178,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/45178
學士專題研究,陳復國,21105,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/21105
學士專題研究,莊嘉揚,45077,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/45077
學士專題研究,莊國志,28075,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,本課程教授學生進行機械設計時所需相關知識與流程。課程內容包括:設計流程、公差與配合、材料選用、應力應變分析、負荷與疲勞、常見機械元件等內容。,本課程協助學生串聯所學之工程圖學、機動學、工程材料、力學等課程並應用於機械設計流程。完成本課程後，學生將具備從概念設計到實品開發的能力，並藉由作業與專題設計，練習口頭報告能力。,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/28075
學士專題研究,黃琮暉,23884,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/23884
學士專題研究,李志中,42677,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/42677
學士專題研究,陳湘鳳,14934,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/14934
學士專題研究,詹魁元,57207,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/57207
學士專題研究,蘇偉儁,13011,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/13011
學士專題研究,徐冠倫,32790,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/32790
學士專題研究,張秉純,56261,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/56261
學士專題研究,藍兆杰,29497,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/29497
學士專題研究,陳亮嘉,38145,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/38145
學士專題研究,陳志軒,57859,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/57859
學士專題研究,鄭憶中,44681,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/44681
學士專題研究,黃瀅瑛,24803,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/24803
學士專題研究,李典儒,56305,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",初選不開放。「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/56305
學士專題研究,黃漢邦,38891,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/38891
學士專題研究,王富正,44252,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,進行以下專題研究項目: 慣質、精密定位平台、醫工、擾動響應分解、機器手臂,熟悉研究過程,完成一項專題研究題目，進行期末報告,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,3小時,https://course.ntu.edu.tw/courses/114-1/44252
學士專題研究,蕭浩明,47043,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/47043
學士專題研究,林沛群,41652,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/41652
學士專題研究,郭重顯,56807,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/56807
學士專題研究,李  綱,39253,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/39253
學士專題研究,林峻永,50692,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,學士班學生之專題研究,"課程目標：
培育學士班研究生專題研究之能力，包括：
1. 系統開發
2. 閱讀學術文獻及尋找問題
3. 撰寫論文、書面報告及口頭簡報",待補,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",初選不開放。「學士專題研究」每學期僅能就一班次選修。,課前學習時數兩小時及課後學習時數四小時,https://course.ntu.edu.tw/courses/114-1/50692
學士專題研究,李宇修,40806,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/40806
學士專題研究,陽毅平,11559,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/11559
學士專題研究,林以凡,28374,ME5105,522 U0090,選修,機械工程學系,,,2 類,中文授課,2,15,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",「學士專題研究」每學期僅能就一班次選修。,,https://course.ntu.edu.tw/courses/114-1/28374
機器人簡介,黃漢邦,50485,ME5118,522 U1290,選修,機械工程學系 / 工學院院學士學位 / 工業工程學研究所 / 機械工程學研究所,"黃漢邦老師: Monday: 1:30-3:00 PM, Tuesday: 1:30-3:00 PM",機皮教室(機械109室)與郭重顯合授,3 類,中文授課,3,64,"1.Overview
2.Spatial Relation and Transformation
3.Robot Kinematics
4.Jacobians
5.Robot Dynamics
6.Trajectory Planning
7.Robot Mechanism Design
8.Quadruped Robot Introduction
9.Robot Control and Sytem Integration",介紹機器人的基本概念、運動學、反運動學、動力學、機器人設計、機器人控制、移動式機器人、仿生機器人等等。課程並包括實驗，及實例操作，讓同學對於機器人有一完整的認識，並從理論至實務均能充分掌握。,"This course includes exam, homeworks, experiments and term project presentation.","20%	

Fisrt exam


20%	

Second exam


25%	

Homework/Report/Experiment


35%	

Term project

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","機械系、工業工程所、機械所 不禁止外系選修（本系優先）。與郭重顯合授
工學院院學士 不禁止外系選修（本系優先）。上課地點：機皮教室(機械109室)與郭重顯合授",,https://course.ntu.edu.tw/courses/114-1/50485
